,attacking,attacked,attack,support,neutral
1777,36.0,77.0,0.9742816686630248,1.7799420675146393e-05,0.025700567290186882
1786,36.0,86.0,0.5722051858901978,0.08130016177892685,0.3464946746826172
1795,36.0,95.0,0.9742816686630248,1.7799420675146393e-05,0.02570054866373539
1796,36.0,96.0,0.351178377866745,0.015598573721945288,0.6332231163978577
1804,37.0,54.0,0.24387957155704496,0.5622779726982117,0.19384251534938807
1810,37.0,60.0,0.9830862283706664,6.700216908939183e-05,0.01684677042067051
1814,37.0,64.0,0.24387949705123899,0.5622780323028564,0.19384248554706573
1820,37.0,70.0,0.9830862283706664,6.700204539811239e-05,0.016846729442477226
1827,37.0,77.0,0.9830862283706664,6.700216908939183e-05,0.01684677042067051
1836,37.0,86.0,0.5417620539665222,0.17246802151203156,0.28576987981796265
1839,37.0,89.0,0.2438796460628509,0.5622779130935669,0.19384242594242096
1845,37.0,95.0,0.9830862283706664,6.700204539811239e-05,0.016846762970089912
1860,38.0,60.0,0.9846797585487366,0.00012184034858364612,0.01519834157079458
1870,38.0,70.0,0.9846797585487366,0.00012184011575300246,0.015198355540633203
1877,38.0,77.0,0.9846797585487366,0.00012184034858364612,0.0151983629912138
1886,38.0,86.0,0.2872799634933472,0.18824879825115204,0.5244712233543396
1895,38.0,95.0,0.984679877758026,0.00012184013030491768,0.015198335982859138
1910,39.0,60.0,0.36093825101852417,0.1528792530298233,0.4861826002597809
1920,39.0,70.0,0.360938161611557,0.15287914872169495,0.4861826896667481
1927,39.0,77.0,0.3609379231929779,0.1528792530298233,0.4861828088760376
1945,39.0,95.0,0.36093807220458973,0.15287913382053375,0.4861827492713928
1954,40.0,54.0,0.94540673494339,0.03859036415815354,0.0160029586404562
1958,40.0,58.0,0.9118371605873108,0.002827642252668739,0.08533524721860886
1960,40.0,60.0,0.9999879598617554,3.9137734719751904e-10,1.2032897757308094e-05
1961,40.0,61.0,0.3294733762741089,0.010598701424896715,0.6599279642105103
1964,40.0,64.0,0.9454064965248108,0.0385904535651207,0.016002990305423737
1968,40.0,68.0,0.9118372201919556,0.002827641321346164,0.08533520996570587
1970,40.0,70.0,0.9999879598617554,3.9137809659806077e-10,1.2032920494675635e-05
1971,40.0,71.0,0.3294732868671417,0.010598696768283844,0.6599279642105103
1975,40.0,75.0,0.9118371605873108,0.0028276436496526003,0.08533526957035065
1977,40.0,77.0,0.9999879598617554,3.9137809659806077e-10,1.2032909580739215e-05
1980,40.0,80.0,0.6699196100234985,0.0014812580775469544,0.32859915494918823
1986,40.0,86.0,0.8751692771911621,0.05577650293707848,0.06905418634414673
1989,40.0,89.0,0.9454066157341005,0.03859040141105652,0.016002962365746498
1993,40.0,93.0,0.9118372201919556,0.0028276396915316577,0.08533516526222229
1995,40.0,95.0,0.9999879598617554,3.9137809659806077e-10,1.2032920494675635e-05
1996,40.0,96.0,0.8069964051246643,0.0043016760610044,0.1887019574642181
2010,41.0,60.0,0.7928993701934814,0.00034877256257459516,0.20675186812877652
2020,41.0,70.0,0.7928994297981262,0.0003487722424324602,0.2067517787218094
2027,41.0,77.0,0.7928996086120605,0.0003487718349788338,0.20675161480903625
2045,41.0,95.0,0.7928996086120605,0.00034877218422479933,0.20675165951251984
2050,42.0,50.0,0.8714961409568787,0.002499949187040329,0.12600389122962952
2052,42.0,52.0,0.20605906844139102,0.00018216769967693835,0.7937588095664978
2054,42.0,54.0,0.3593942224979401,0.5986714363098145,0.04193439707159996
2058,42.0,58.0,0.5237688422203064,0.00014554739755112678,0.4760856032371521
2059,42.0,59.0,0.6717765927314758,0.011331841349601746,0.31689155101776123
2060,42.0,60.0,0.9322750568389891,0.00021763452969025818,0.06750737875699997
2062,42.0,62.0,0.2132369875907898,0.00018001833814196289,0.7865830063819885
2064,42.0,64.0,0.3593944609165192,0.5986711382865906,0.041934385895729065
2068,42.0,68.0,0.5237693190574646,0.00014554752851836383,0.4760851263999939
2069,42.0,69.0,0.6717764139175415,0.011331837624311449,0.3168917298316956
2070,42.0,70.0,0.9322749376296996,0.00021763492259196937,0.06750743091106415
2075,42.0,75.0,0.5237691998481749,0.00014554763038177043,0.4760852456092834
2076,42.0,76.0,0.671776533126831,0.011331823654472828,0.3168915808200836
2077,42.0,77.0,0.9322750568389891,0.000217634325963445,0.06750735640525818
2082,42.0,82.0,0.676736056804657,0.021251801401376724,0.3020120859146118
2083,42.0,83.0,0.2867176830768585,0.003708378644660115,0.7095738649368286
2084,42.0,84.0,0.872979998588562,0.0025360332801938053,0.12448401749134065
2087,42.0,87.0,0.21035033464431765,0.00016700058768037707,0.7894827127456665
2089,42.0,89.0,0.3593943417072296,0.5986713171005249,0.04193434119224548
2093,42.0,93.0,0.5237688422203064,0.00014554754307027906,0.4760856032371521
2094,42.0,94.0,0.6717761754989624,0.011331840418279173,0.31689199805259705
2095,42.0,95.0,0.9322749376296996,0.00021763470431324092,0.06750746071338654
2096,42.0,96.0,0.2628943920135498,0.0010194720234721901,0.7360861897468567
2100,43.0,50.0,0.9996077418327332,3.270834713475779e-05,0.00035959476372227073
2110,43.0,60.0,0.9999997615814208,1.89929608040984e-07,2.3720662767345854e-08
2120,43.0,70.0,0.9999997615814208,1.8992925276961611e-07,2.3720662767345854e-08
2127,43.0,77.0,0.9999997615814208,1.8992851380517095e-07,2.372048157894824e-08
2132,43.0,82.0,0.27026769518852234,0.6943808197975159,0.03535142540931702
2133,43.0,83.0,0.418400913476944,0.0006617028848268093,0.580937385559082
2134,43.0,84.0,0.9996063113212584,3.29592076013796e-05,0.0003607612452469766
2145,43.0,95.0,0.9999997615814208,1.8992996331235193e-07,2.3720572173147048e-08
2146,43.0,96.0,0.7582374811172485,0.2395686358213425,0.002193793188780546
2150,44.0,50.0,0.995753049850464,0.002465387806296349,0.001781638478860259
2152,44.0,52.0,0.2687619626522064,0.3845479488372803,0.3466901779174805
2158,44.0,58.0,0.6159095764160156,0.08467088639736177,0.2994195818901062
2159,44.0,59.0,0.9852633476257324,0.011273358948528768,0.003463284578174353
2160,44.0,60.0,0.999725878238678,4.73085776775406e-07,0.0002736704191192985
2162,44.0,62.0,0.27177560329437256,0.3807596862316132,0.3474646806716919
2168,44.0,68.0,0.6159099936485289,0.08467084914445877,0.2994191646575928
2169,44.0,69.0,0.9852633476257324,0.011273370124399662,0.0034632862079888587
2170,44.0,70.0,0.999725878238678,4.730866578483983e-07,0.00027367068105377257
2175,44.0,75.0,0.6159098744392395,0.08467081189155579,0.2994193434715271
2176,44.0,76.0,0.9852633476257324,0.011273364536464214,0.0034632862079888587
2177,44.0,77.0,0.999725878238678,4.730848672807042e-07,0.00027366989525035024
2182,44.0,82.0,0.24922119081020355,0.5761556029319763,0.17462317645549774
2183,44.0,83.0,0.4895751774311066,0.005157821346074343,0.5052670240402222
2184,44.0,84.0,0.9956948757171632,0.002511641476303339,0.0017934526549652219
2186,44.0,86.0,0.6526102423667908,0.2600737810134888,0.08731599152088165
2187,44.0,87.0,0.26944053173065186,0.3812865912914276,0.34927281737327576
2193,44.0,93.0,0.61590975522995,0.08467090129852295,0.29941943287849426
2194,44.0,94.0,0.9852633476257324,0.011273364536464214,0.0034632862079888587
2195,44.0,95.0,0.999725878238678,4.730875673431001e-07,0.0002736709429882467
2196,44.0,96.0,0.5452979207038879,0.04604138806462288,0.4086607098579407
2200,45.0,50.0,0.9902297854423524,0.008429137989878654,0.0013410558458417654
2208,45.0,58.0,0.5061980485916138,0.484876424074173,0.008925596252083778
2209,45.0,59.0,0.30311402678489685,0.6952557563781738,0.0016302471049129965
2210,45.0,60.0,0.99999737739563,4.0923879396359547e-07,2.2881390577822462e-06
2218,45.0,68.0,0.5061980485916138,0.4848763644695282,0.008925591595470905
2219,45.0,69.0,0.30311334133148193,0.6952564120292664,0.0016302431467920544
2220,45.0,70.0,0.99999737739563,4.0923958977145963e-07,2.288141331519e-06
2225,45.0,75.0,0.5061984062194824,0.4848759472370148,0.008925576694309711
2226,45.0,76.0,0.30311334133148193,0.6952564120292664,0.0016302423318848016
2227,45.0,77.0,0.99999737739563,4.092391918675276e-07,2.288141331519e-06
2233,45.0,83.0,0.22087161242961886,0.04499359801411629,0.7341347932815552
2234,45.0,84.0,0.9900896549224854,0.0085657499730587,0.001344603835605085
2236,45.0,86.0,0.4923114478588104,0.4968091249465942,0.01087941322475672
2243,45.0,93.0,0.5061981081962585,0.4848763048648834,0.008925601840019226
2244,45.0,94.0,0.3031139671802521,0.6952558159828186,0.0016302425647154448
2245,45.0,95.0,0.99999737739563,4.0923995925368217e-07,2.288145651618834e-06
2246,45.0,96.0,0.8185493946075441,0.1592465192079544,0.02220409922301769
2250,46.0,50.0,0.4834497272968292,0.2070631980895996,0.3094870448112488
2260,46.0,60.0,0.9941628575325012,0.0009603202342987061,0.004876834340393543
2270,46.0,70.0,0.9941628575325012,0.0009603184298612176,0.004876834340393543
2277,46.0,77.0,0.9941628575325012,0.000960318895522505,0.004876834340393543
2284,46.0,84.0,0.4851949214935303,0.20998600125312805,0.3048190176486969
2286,46.0,86.0,0.4318327009677887,0.4523270726203919,0.11584026366472246
2295,46.0,95.0,0.9941628575325012,0.000960318895522505,0.0048768389970064155
2296,46.0,96.0,0.3926781713962555,0.19747261703014374,0.4098491966724396
2310,47.0,60.0,0.9985336065292358,3.5266666600364265e-06,0.0014627996133640409
2320,47.0,70.0,0.9985336065292358,3.5266632494312944e-06,0.001462796819396317
2327,47.0,77.0,0.9985336065292358,3.5266530176159e-06,0.0014627933269366622
2336,47.0,86.0,0.4190114438533783,0.3201392889022827,0.2608492970466614
2345,47.0,95.0,0.9985336065292358,3.526673253873014e-06,0.001462802407331765
2350,48.0,50.0,0.3765496611595154,0.0502542108297348,0.5731961131095886
2360,48.0,60.0,0.6834768056869507,0.2953425943851471,0.02118060551583767
2361,48.0,61.0,0.31853362917900085,0.19940020143985748,0.4820662438869476
2370,48.0,70.0,0.6834767460823059,0.2953426539897919,0.021180624142289158
2371,48.0,71.0,0.31853362917900085,0.19940006732940674,0.48206627368927
2377,48.0,77.0,0.6834769248962402,0.2953424453735352,0.021180614829063416
2378,48.0,78.0,0.3539232015609741,0.3879241943359375,0.25815257430076605
2384,48.0,84.0,0.3712020814418793,0.05174585059285164,0.5770520567893982
2386,48.0,86.0,0.35585227608680725,0.29777687788009644,0.3463708758354187
2395,48.0,95.0,0.6834767460823059,0.2953426539897919,0.021180614829063416
2400,49.0,50.0,0.3270200192928314,0.6038945913314819,0.06908536702394485
2408,49.0,58.0,0.304043710231781,0.2233973890542984,0.472558856010437
2410,49.0,60.0,0.998747706413269,6.8420472416619305e-06,0.0012455072719603775
2418,49.0,68.0,0.30404362082481384,0.2233973890542984,0.4725589752197266
2420,49.0,70.0,0.998747706413269,6.8420472416619305e-06,0.0012455072719603775
2425,49.0,75.0,0.3040432631969452,0.22339758276939392,0.4725591838359833
2427,49.0,77.0,0.998747706413269,6.8420472416619305e-06,0.0012455078540369866
2434,49.0,84.0,0.33097225427627563,0.6006198525428772,0.06840791553258896
2443,49.0,93.0,0.3040435314178467,0.22339731454849246,0.4725590944290161
2445,49.0,95.0,0.998747706413269,6.8420472416619305e-06,0.0012455049436539412
2453,1.0,4.0,0.21619349718093872,0.3952803611755371,0.38852617144584656
2460,1.0,11.0,0.2549220025539398,0.20943127572536469,0.5356467366218567
2465,1.0,16.0,0.2238561362028122,0.5640130043029785,0.2121308296918869
2467,1.0,18.0,0.6085337996482849,0.029663620516657833,0.3618025779724121
2469,1.0,20.0,0.20850832760334012,0.403070867061615,0.3884207308292389
2476,1.0,27.0,0.254922091960907,0.20943129062652588,0.5356465578079224
2481,1.0,32.0,0.22385677695274356,0.5640124678611755,0.21213069558143616
2483,1.0,34.0,0.608534038066864,0.029663562774658207,0.3618023991584778
2490,1.0,41.0,0.2549222111701965,0.2094309777021408,0.5356468558311462
2495,1.0,46.0,0.2238566875457764,0.5640127062797546,0.212130606174469
2497,1.0,48.0,0.6085337996482849,0.02966356463730335,0.3618025779724121
2499,2.0,1.0,0.25669369101524353,0.7367885112762451,0.00651780515909195
2505,2.0,7.0,0.9225435256958008,0.057632885873317725,0.01982352323830128
2514,2.0,16.0,0.22433412075042725,0.7665103077888489,0.00915556401014328
2516,2.0,18.0,0.9979768395423888,0.0020066665019839998,1.6586944184382446e-05
2521,2.0,23.0,0.9225437045097352,0.05763284116983414,0.019823508337140083
2530,2.0,32.0,0.22433456778526306,0.7665097713470459,0.009155557490885258
2532,2.0,34.0,0.9979768395423888,0.002006673254072666,1.658700784901157e-05
2535,2.0,37.0,0.9225436449050904,0.05763286724686624,0.01982351578772068
2544,2.0,46.0,0.224334329366684,0.7665100693702698,0.009155569598078728
2546,2.0,48.0,0.9979768395423888,0.0020066702272742987,1.6586991478106938e-05
2548,3.0,1.0,0.3686866760253906,0.6101489067077637,0.021164406090974808
2552,3.0,5.0,0.2654680907726288,0.6015466451644897,0.13298524916172028
2554,3.0,7.0,0.7703844308853149,0.01980072259902954,0.20981484651565552
2563,3.0,16.0,0.20567132532596588,0.718278706073761,0.07604999840259552
2565,3.0,18.0,0.9984706044197084,0.000519988127052784,0.0010093017481267452
2568,3.0,21.0,0.2654869258403778,0.6015252470970154,0.13298775255680084
2570,3.0,23.0,0.7703843116760254,0.019800743088126186,0.2098148912191391
2579,3.0,32.0,0.2056715190410614,0.7182786464691162,0.0760497897863388
2581,3.0,34.0,0.9984706044197084,0.0005199871957302094,0.0010093036107718942
2584,3.0,37.0,0.7703905701637268,0.019799219444394108,0.2098102569580078
2593,3.0,46.0,0.20567168295383453,0.7182782292366028,0.0760500356554985
2595,3.0,48.0,0.9984706044197084,0.0005199862061999738,0.0010093017481267452
2597,4.0,1.0,0.4626592099666596,0.5130704641342163,0.02427039109170437
2603,4.0,7.0,0.4708380103111267,0.4388784766197205,0.09028349071741104
2614,4.0,18.0,0.9972420930862428,4.404494393384084e-05,0.0027139820158481602
2619,4.0,23.0,0.4708381593227386,0.4388783276081085,0.09028350561857224
2630,4.0,34.0,0.9972420930862428,4.404477658681572e-05,0.002713974332436919
2633,4.0,37.0,0.4708395302295685,0.4388768076896668,0.09028366208076476
2644,4.0,48.0,0.9972420930862428,4.404460923979059e-05,0.002713972935453057
2646,5.0,1.0,0.5148696303367615,0.3479920625686645,0.13713839650154114
2654,5.0,9.0,0.4384475350379944,0.3586704432964325,0.20288203656673431
2657,5.0,12.0,0.4382390379905701,0.5160185098648071,0.04574242606759072
2661,5.0,16.0,0.7114431858062744,0.07005251199007034,0.21850432455539706
2663,5.0,18.0,0.9996362924575806,6.344161533888837e-07,0.0003630773862823844
2670,5.0,25.0,0.4384477734565735,0.3586702346801758,0.20288202166557312
2673,5.0,28.0,0.4382388591766357,0.5160187482833862,0.04574242606759072
2677,5.0,32.0,0.7114429473876953,0.07005259394645691,0.21850445866584775
2679,5.0,34.0,0.9996362924575806,6.344149596770876e-07,0.00036307721165940166
2684,5.0,39.0,0.4384476244449616,0.3586704134941101,0.20288194715976715
2687,5.0,42.0,0.4382390081882477,0.5160185694694519,0.04574248567223549
2691,5.0,46.0,0.7114428877830505,0.07005258649587631,0.21850448846817014
2693,5.0,48.0,0.9996362924575806,6.344137659652915e-07,0.00036307616392150516
2695,6.0,1.0,0.2751952111721039,0.17392557859420776,0.5508792400360107
2703,6.0,9.0,0.572205126285553,0.08130014687776567,0.3464946746826172
2712,6.0,18.0,0.9742816686630248,1.7799420675146393e-05,0.02570055425167084
2719,6.0,25.0,0.5722054243087769,0.08130009472370148,0.34649455547332764
2728,6.0,34.0,0.9742816686630248,1.7799420675146393e-05,0.02570053748786449
2733,6.0,39.0,0.5722053050994873,0.08130009472370148,0.3464946150779724
2742,6.0,48.0,0.9742817878723145,1.7799389752326533e-05,0.025700496509671208
2744,7.0,1.0,0.4364847242832184,0.3026796877384186,0.26083552837371826
2752,7.0,9.0,0.5417622923851013,0.1724679470062256,0.28576985001564026
2755,7.0,12.0,0.2438793629407883,0.5622780919075012,0.19384251534938807
2761,7.0,18.0,0.9830862283706664,6.700204539811239e-05,0.01684674620628357
2768,7.0,25.0,0.5417621731758118,0.17246803641319275,0.2857697606086731
2771,7.0,28.0,0.2438795566558838,0.5622779130935669,0.19384250044822693
2777,7.0,34.0,0.9830862283706664,6.700216908939183e-05,0.016846755519509315
2782,7.0,39.0,0.5417621731758118,0.17246796190738678,0.2857698202133179
2785,7.0,42.0,0.24387957155704496,0.5622778534889221,0.1938425451517105
2791,7.0,48.0,0.9830862283706664,6.700197991449386e-05,0.016846738755702972
2801,8.0,9.0,0.2872800827026367,0.18824882805347445,0.5244710445404053
2810,8.0,18.0,0.9846797585487366,0.00012184057413833216,0.015198370441794397
2817,8.0,25.0,0.28728005290031433,0.1882488429546356,0.5244711041450499
2826,8.0,34.0,0.9846797585487366,0.00012184034858364612,0.015198355540633203
2831,8.0,39.0,0.28728029131889343,0.18824878334999084,0.5244709253311157
2840,8.0,48.0,0.9846797585487366,0.00012184011575300246,0.015198349021375181
2859,9.0,18.0,0.3609378337860107,0.1528792828321457,0.4861828684806824
2875,9.0,34.0,0.360938161611557,0.1528792530298233,0.4861826002597809
2889,9.0,48.0,0.36093804240226746,0.15287934243679047,0.4861826598644257
2891,10.0,1.0,0.4868730902671814,0.16274572908878324,0.3503812253475189
2893,10.0,3.0,0.6699204444885254,0.0014812423614785075,0.328598290681839
2899,10.0,9.0,0.8751692771911621,0.05577648803591728,0.06905417889356613
2902,10.0,12.0,0.94540673494339,0.03859036415815354,0.0160029586404562
2906,10.0,16.0,0.9118372201919556,0.00282763852737844,0.08533516526222229
2908,10.0,18.0,0.9999879598617554,3.9137809659806077e-10,1.2032909580739215e-05
2915,10.0,25.0,0.8751694560050964,0.05577642098069191,0.06905414164066315
2918,10.0,28.0,0.9454066157341005,0.03859042376279831,0.01600297912955284
2922,10.0,32.0,0.9118371605873108,0.002827642252668739,0.08533523231744766
2924,10.0,34.0,0.9999879598617554,3.9137734719751904e-10,1.2032897757308094e-05
2929,10.0,39.0,0.8751692771911621,0.05577647686004639,0.06905412673950195
2932,10.0,42.0,0.9454066157341005,0.03859040141105652,0.01600297912955284
2936,10.0,46.0,0.9118372201919556,0.0028276396915316577,0.08533520996570587
2938,10.0,48.0,0.9999879598617554,3.9137809659806077e-10,1.2032920494675635e-05
2940,11.0,1.0,0.32084521651268005,0.2262583822011948,0.4528964161872864
2957,11.0,18.0,0.792899489402771,0.0003487719513941556,0.20675167441368106
2973,11.0,34.0,0.7928994297981262,0.00034877209691330785,0.2067517787218094
2987,11.0,48.0,0.7928994297981262,0.0003487719222903252,0.2067517787218094
2989,12.0,1.0,0.2474411875009537,0.19234973192214969,0.5602090358734131
2993,12.0,5.0,0.6767362356185913,0.02125177532434464,0.3020119667053223
2994,12.0,6.0,0.28671813011169434,0.0037083816714584827,0.7095734477043152
2995,12.0,7.0,0.872979998588562,0.002536034444347024,0.12448403239250184
2998,12.0,10.0,0.21035021543502808,0.00016700044216122478,0.7894827723503113
3000,12.0,12.0,0.3593943417072296,0.5986713171005249,0.04193437844514847
3004,12.0,16.0,0.5237690806388855,0.00014554760127794,0.476085364818573
3005,12.0,17.0,0.6717764139175415,0.011331848800182344,0.3168917298316956
3006,12.0,18.0,0.9322749376296996,0.00021763512631878257,0.06750749796628952
3009,12.0,21.0,0.6767441630363464,0.021251628175377846,0.30200427770614624
3010,12.0,22.0,0.2867178022861481,0.0037083802744746213,0.7095738053321838
3011,12.0,23.0,0.872979998588562,0.002536035841330886,0.12448394298553468
3014,12.0,26.0,0.21035008132457733,0.00016700015112292022,0.7894828915596008
3016,12.0,28.0,0.3593944013118744,0.5986712574958801,0.04193434491753578
3020,12.0,32.0,0.5237693190574646,0.00014554710651282218,0.4760851263999939
3021,12.0,33.0,0.6717761754989624,0.011331840418279173,0.31689199805259705
3022,12.0,34.0,0.9322749376296996,0.00021763533004559577,0.06750752031803131
3024,12.0,36.0,0.2898640036582947,0.0038228484336286783,0.7063130736351013
3025,12.0,37.0,0.8729803562164307,0.002536044223234057,0.1244835928082466
3028,12.0,40.0,0.2103504538536072,0.00016700022388249636,0.7894825339317322
3030,12.0,42.0,0.35939428210258484,0.5986713171005249,0.04193434119224548
3034,12.0,46.0,0.5237689614295961,0.00014554757217410952,0.4760854542255402
3035,12.0,47.0,0.6717758774757385,0.011331856250762941,0.3168922662734985
3036,12.0,48.0,0.9322749376296996,0.00021763470431324092,0.06750741600990295
3042,13.0,5.0,0.2702680826187134,0.6943805813789368,0.03535143658518791
3043,13.0,6.0,0.4184013903141022,0.0006617032922804357,0.5809369087219238
3044,13.0,7.0,0.9996063113212584,3.295930218882859e-05,0.0003607621183618903
3055,13.0,18.0,0.9999997615814208,1.8992996331235193e-07,2.3720662767345854e-08
3058,13.0,21.0,0.2702851891517639,0.6943619251251221,0.03535284101963043
3059,13.0,22.0,0.4184010028839111,0.0006617030594497919,0.5809373259544373
3060,13.0,23.0,0.9996063113212584,3.295924034318887e-05,0.00036076141986995935
3071,13.0,34.0,0.9999997615814208,1.8992851380517095e-07,2.3720572173147048e-08
3073,13.0,36.0,0.41547507047653204,0.0006665426190011202,0.5838583111763
3074,13.0,37.0,0.9996063113212584,3.2957319490378716e-05,0.00036075868410989637
3085,13.0,48.0,0.9999997615814208,1.89929608040984e-07,2.3720572173147048e-08
3086,13.0,49.0,0.5522115230560303,0.2875487804412842,0.16023974120616913
3087,14.0,1.0,0.5359783172607422,0.334879994392395,0.12914176285266876
3091,14.0,5.0,0.24922123551368716,0.5761556625366211,0.17462308704853058
3092,14.0,6.0,0.4895753264427185,0.00515782507136464,0.5052669048309326
3093,14.0,7.0,0.9956948757171632,0.002511642640456557,0.0017934534698724747
3095,14.0,9.0,0.6526103615760803,0.2600736916065216,0.08731593936681747
3096,14.0,10.0,0.2694404423236847,0.3812864720821381,0.3492730557918549
3102,14.0,16.0,0.6159091591835022,0.08467096090316772,0.2994198203086853
3103,14.0,17.0,0.9852633476257324,0.011273348703980446,0.003463276429101825
3104,14.0,18.0,0.999725878238678,4.730866578483983e-07,0.00027367068105377257
3107,14.0,21.0,0.24922843277454376,0.576149046421051,0.17462249100208282
3108,14.0,22.0,0.4895755648612976,0.0051578180864453324,0.5052666664123535
3109,14.0,23.0,0.9956948757171632,0.002511638915166259,0.0017934517236426473
3111,14.0,25.0,0.652610182762146,0.2600737512111664,0.08731604367494583
3112,14.0,26.0,0.26944074034690857,0.3812865912914276,0.3492726683616638
3118,14.0,32.0,0.6159093976020813,0.08467096835374832,0.29941967129707336
3119,14.0,33.0,0.9852633476257324,0.011273358948528768,0.0034632862079888587
3120,14.0,34.0,0.999725878238678,4.7308395778600243e-07,0.00027366989525035024
3122,14.0,36.0,0.4919987320899963,0.005154685117304325,0.5028465390205383
3123,14.0,37.0,0.9956948757171632,0.0025115825701504946,0.0017934483475983145
3125,14.0,39.0,0.6526105403900146,0.26007363200187683,0.08731582015752792
3126,14.0,40.0,0.2694407999515533,0.3812864422798157,0.34927275776863104
3132,14.0,46.0,0.6159098148345947,0.08467081189155579,0.2994193136692047
3133,14.0,47.0,0.9852633476257324,0.011273348703980446,0.003463282948359847
3134,14.0,48.0,0.999725878238678,4.73085776775406e-07,0.0002736704191192985
3136,15.0,1.0,0.697967529296875,0.2835322916507721,0.018500106409192085
3141,15.0,6.0,0.22087161242961886,0.04499349370598793,0.7341348528862
3142,15.0,7.0,0.9900896549224854,0.008565736934542656,0.001344607095234096
3144,15.0,9.0,0.4923118352890015,0.4968088269233704,0.010879409499466421
3151,15.0,16.0,0.5061981678009033,0.4848762154579162,0.008925598114728928
3152,15.0,17.0,0.3031143248081207,0.6952553987503052,0.0016302469884976745
3153,15.0,18.0,0.99999737739563,4.0923839605966355e-07,2.2881367840454914e-06
3157,15.0,22.0,0.22087182104587555,0.04499363899230957,0.7341345548629761
3158,15.0,23.0,0.9900896549224854,0.008565733209252356,0.0013446052325889466
3160,15.0,25.0,0.4923113286495209,0.4968093037605286,0.010879416950047016
3167,15.0,32.0,0.506197988986969,0.4848763942718506,0.008925599977374077
3168,15.0,33.0,0.3031139671802521,0.6952558159828186,0.0016302465228363874
3169,15.0,34.0,0.99999737739563,4.0924192035163287e-07,2.2881499717186667e-06
3171,15.0,36.0,0.22292287647724152,0.044926580041646964,0.7321504950523376
3172,15.0,37.0,0.9900912046432496,0.008564146235585213,0.0013446374796330929
3174,15.0,39.0,0.4923122525215149,0.4968083500862122,0.0108793955296278
3181,15.0,46.0,0.5061978101730347,0.4848766028881073,0.008925599977374077
3182,15.0,47.0,0.3031139671802521,0.6952557563781738,0.0016302446601912381
3183,15.0,48.0,0.99999737739563,4.092391918675276e-07,2.2881367840454914e-06
3185,16.0,1.0,0.3363453149795532,0.5271346569061279,0.13651995360851288
3191,16.0,7.0,0.4851947724819183,0.2099861353635788,0.3048190474510193
3193,16.0,9.0,0.43183302879333496,0.452326774597168,0.11584017425775528
3202,16.0,18.0,0.9941628575325012,0.0009603174985386431,0.0048768389970064155
3207,16.0,23.0,0.4851950407028198,0.209986075758934,0.30481886863708496
3209,16.0,25.0,0.4318331778049469,0.4523266851902008,0.1158401370048523
3218,16.0,34.0,0.9941628575325012,0.0009603184298612176,0.004876834340393543
3221,16.0,37.0,0.4852103590965271,0.20997881889343264,0.3048107624053955
3223,16.0,39.0,0.4318330883979797,0.4523268043994904,0.1158401370048523
3232,16.0,48.0,0.9941628575325012,0.0009603211656212807,0.0048768389970064155
3234,17.0,1.0,0.2223201543092728,0.31234726309776306,0.465332567691803
3242,17.0,9.0,0.4190120100975037,0.32013899087905884,0.2608489990234375
3251,17.0,18.0,0.9985336065292358,3.5266598388261627e-06,0.001462796120904386
3258,17.0,25.0,0.4190115034580231,0.3201391398906708,0.26084932684898376
3267,17.0,34.0,0.9985336065292358,3.5266666600364265e-06,0.0014628010103479028
3272,17.0,39.0,0.419011652469635,0.320139080286026,0.26084932684898376
3281,17.0,48.0,0.9985336065292358,3.5266666600364265e-06,0.001462797517888248
3283,18.0,1.0,0.6175743937492371,0.3112795054912567,0.07114610821008682
3289,18.0,7.0,0.3712022006511688,0.05174585059285164,0.5770518779754639
3291,18.0,9.0,0.3558522164821625,0.2977769672870636,0.3463709056377411
3300,18.0,18.0,0.6834766268730164,0.29534274339675903,0.021180620416998863
3305,18.0,23.0,0.3712019622325897,0.05174587294459343,0.577052116394043
3307,18.0,25.0,0.3558519780635834,0.2977769374847412,0.3463710844516754
3316,18.0,34.0,0.6834768056869507,0.2953425943851471,0.02118062600493431
3319,18.0,37.0,0.3712096810340881,0.05174590274691582,0.5770443677902222
3321,18.0,39.0,0.3558519780635834,0.29777687788009644,0.3463711738586426
3330,18.0,48.0,0.683476984500885,0.2953424453735352,0.02118061669170856
3338,19.0,7.0,0.9384300112724304,0.009232128970324991,0.052337851375341415
3349,19.0,18.0,0.999822437763214,0.00010973446478601544,6.786085577914491e-05
3354,19.0,23.0,0.9384298920631408,0.009232140146195887,0.05233791843056679
3365,19.0,34.0,0.999822437763214,0.00010973404278047384,6.786072481190786e-05
3368,19.0,37.0,0.938432514667511,0.009230978786945343,0.05233648046851158
3379,19.0,48.0,0.999822437763214,0.00010973425378324464,6.786085577914491e-05
3381,20.0,1.0,0.4622402489185333,0.5134588479995728,0.02430097386240959
3387,20.0,7.0,0.4708379507064819,0.43887859582901,0.09028341621160507
3398,20.0,18.0,0.9972420930862428,4.404477658681572e-05,0.00271397945471108
3403,20.0,23.0,0.4708380401134491,0.4388784468173981,0.09028347581624983
3414,20.0,34.0,0.9972420930862428,4.404486026032828e-05,0.00271397945471108
3417,20.0,37.0,0.4708393216133118,0.4388768672943115,0.09028375893831253
3428,20.0,48.0,0.9972419738769532,4.404502033139579e-05,0.002713986672461033
